"Код","Название","Адрес","x","y",
"1","Категория Б","","","",
"1169","Магазин","Козы Корпеш, 10/2","69.503826","42.377953",,,,,,,1
"1170","Магазин","Байдибек би проспект, 124","69.637231","42.403028",,,,,,,1
"1171","Магазин","Рыскулова, 10/15","69.697372","42.362403",,,,,,,1
"1172","Магазин","Рыскулова, 10/16","69.700314","42.363204",,,,,,,1
"1173","Магазин","Келмен Маханулы, 1/1","69.694792","42.381561",,,,,,,1
"1174","Магазин","Тугейболат, 32/1","69.698232","42.383059",,,,,,,1
"1175","Магазин","7-я улица, 1","69.565176","42.422078",,,,,,,1
"1176","Магазин","Фуркат, 26/1","69.747298","42.291491",,,,,,,2
"1177","Магазин","Садыкова, 2/1","69.746981","42.305232",,,,,,,2
"1178","Магазин","Шадабат, 1","69.623634","42.42979",,,,,,,1
"1179","Магазин","Бабашулы, 88/1","69.726994","42.372787",,,,,,,1
"1180","Магазин","","69.749764","42.291259",,,,,,,2
"1181","Магазин","Леонова, 18","69.753865","42.374909",,,,,,,1
"1182","Магазин","Жибек жолы, 228/2","69.791227","42.397881",,,,,,,1
"1183","Магазин","Жубанова, 1","69.796471","42.404405",,,,,,,1
"1184","Магазин","Жибек жолы, 18/3","69.79824","42.403015",,,,,,,1
"1185","Магазин 53","Мухаметкула Исламкулова, 53/1","69.647535","42.375327",,,,,,,1
"1186","Магазин по продаже продуктов","Желтоксан, 32, 1 этаж","69.599707","42.323037",,,,,,,1
"1187","Магазин продовольствия","Аманжолова, 21/1","69.587176","42.337683",,,,,,,1
"1188","Магазин продуктов","Новостройка, 6","69.648109","42.318988",,,,,,,2
"1189","Магазин продуктов питания","Аль-Фараби, 94/5","69.553355","42.354799",,,,,,,1
"1190","МАГИЯ","16-й микрорайон, 24, 1 этаж","69.636474","42.336275",,,,,,,1
"1191","МАГНИТ","Данова, 11, 1 этаж","69.64686","42.308221",,,,,,,2
"1192","Магнолия","Назарбекова, 208/2, 0 этаж","69.631801","42.358373",,,,,,,1
"1193","Мади","Рыскулова, 58/15","69.58998","42.349941",,,,,,,1
"1194","Мади","Аскарова, 30/1","69.576374","42.319917",,,,,,,1
"1195","Мади","Тауке Хана, 97/1","69.69166","42.35691",,,,,,,1
"1196","МАДИ","Шокана Уалиханова, 221а, 1 этаж","69.643733","42.325071",,,,,,,1
"1197","МАДИ","Абдикадиров Уали ата, 1/4","69.579141","42.388311",,,,,,,1
"1198","Мади","Амангельды, 9/1","69.59191","42.308135",,,,,,,1
"1199","МАДИ","Рашидова, 14а/2, 1 этаж","69.585055","42.30143",,,,,,,1
"1200","Мадина","Курмангазы, 5, 1 этаж","69.604773","42.334372",,,,,,,1
"1201","Мадина","Восток микрорайон, 109","69.648787","42.33935",,,,,,,1
"1202","Мадина","Тамерлановское шоссе, 22/15","69.558692","42.336033",,,,,,,1
"1203","Мадина","Мангельдина, 34, 1 этаж","69.573839","42.320476",,,,,,,1
"1204","Мадина","Капал батыра, 98/1","69.635436","42.287543",,,,,,,2
"1205","МАДИНА","Гагарина, 14/1","69.574511","42.306792",,,,,,,1
"1206","МАДИНА","Торекулова, 54","69.60939","42.324198",,,,,,,1
"1207","Мадина","Рахимова, 50а","69.684647","42.337751",,,,,,,1
"1208","Мадина","Ибрагим ата, 93","69.762953","42.308153",,,,,,,2
"1209","Мадинабану","Сыпырган ата, 122/1","69.562273","42.359692",,,,,,,1
"1210","Мадияр","Уркимбаева, 14/1","69.578916","42.320958",,,,,,,1
"1211","Мадияр","Восток микрорайон, 21, 1 этаж","69.647683","42.33649",,,,,,,1
"1212","Мадияр","Исмаилова, 125, 1 этаж","69.572553","42.30385",,,,,,,1
"1213","МАДО","Алии Молдагуловой, 12, 1 этаж","69.576429","42.303903",,,,,,,1
"1214","Майкент","Промышленная, 1/7","69.597309","42.29309",,,,,,,2
"1215","Майра","Рыскулова, 359/6, 1 этаж, 9 бутик","69.572226","42.351836",,,,,,,1
"1216","Майра апа","Солтустик саяжай, 262","69.535408","42.378955",,,,,,,1
"1217","Майтобе","Майтобе, 1","69.641899","42.364883",,,,,,,1
"1218","Маке","Шокана Уалиханова, 192","69.640518","42.324026",,,,,,,1
"1219","Макс","Жастык, 2/3, 1 этаж","69.60607","42.296692",,,,,,,2
"1220","Максат","Дауренбека Курманбекова, 10/2","69.561953","42.324993",,,,,,,1
"1221","Максат","Аль-Фараби, 57","69.556605","42.349337",,,,,,,1
"1222","Максат","Толебаева, 90","69.554178","42.284912",,,,,,,1
"1223","Максат","Бершинтобе, 37/1","69.524373","42.334985",,,,,,,1
"1224","МАЛИКА","Жасталап, 119","69.659182","42.369143",,,,,,,1
"1225","Малика","Тауке Хана проспект, 296","69.637966","42.308627",,,,,,,2
"1226","Малика","Юлдашева, 7/1","69.741503","42.29738",,,,,,,2
"1227","Маман Ата","Бауыржан Момышулы проспект, 60","69.578871","42.337429",,,,,,,1
"1228","Манат","Медеу, 1","69.642722","42.383532",,,,,,,1
"1229","Манат","Казиева, 109/4","69.594949","42.347667",,,,,,,1
"1230","Мансур","Восток микрорайон, 3/1","69.646428","42.338962",,,,,,,1
"1231","Маншук","Турсынбаева, 32","69.596427","42.2677",,,,,,,2
"1232","Мардан","Тауке Хана, 229","69.692694","42.369074",,,,,,,1
"1233","Маржан","Алибекова, 18","69.603549","42.286792",,,,,,,2
"1234","Маржан","Бекболатова, 91","69.52219","42.296841",,,,,,,1
"1235","Маржан","Восток микрорайон, 44, 1 этаж","69.642391","42.33774",,,,,,,1
"1236","МАРЖАН","Шардара, 19","69.505243","42.338328",,,,,,,1
"1237","Маржан","Ибрагим ата, 100","69.764335","42.308283",,,,,,,2
"1238","МАРИКА","Диваева, 6/7, 1 этаж","69.606119","42.315405",,,,,,,1
"1239","Мария","Байтурсынова, 24Б","69.597059","42.328472",,,,,,,1
"1240","Мариям","Тыныбаева, 3, 1 этаж","69.595319","42.320446",,,,,,,1
"1241","Мариям","18-й микрорайон, 4","69.628995","42.340756",,,,,,,1
"1242","Маркет №1","Куаныш Толеметова, 69/41, 1 этаж","69.597294","42.379856",,,,,,,1
"1243","Мархабо","Желтоксан, 80","69.608825","42.321318",,,,,,,1
"1244","Матлюба","Жамалова, 4/2","69.766292","42.293484",,,,,,,2
"1245","МАФИ","Кабанбай батыра проспект, 13, 1 этаж","69.603348","42.303354",,,,,,,1
"1246","МАХМУТ АТА","Амира Тимура, 128/1, 1 этаж","69.782497","42.303674",,,,,,,2
"1247","Махсуд хажи","Быковского, 7/1, 1 этаж","69.592918","42.299903",,,,,,,1
"1248","МЕГАС","Нурсултана Назарбаева проспект, 34, 0 этаж","69.646664","42.359791",,,,,,,1
"1249","Медет","Жибек жолы, 86/5, 1 этаж","69.671637","42.341241",,,,,,,1
"1250","Медеу ата","Музтау, 2/2","69.555393","42.411512",,,,,,,1
"1251","Мейiр","Шамши Калдаякова, 17, 1 этаж","69.569778","42.312193",,,,,,,1
"1252","Мейіз Апа","Алибекова, 82/2, 1 этаж","69.642977","42.379297",,,,,,,1
"1253","Арсен","18-й микрорайон, 14, 1 этаж","69.626299","42.339279",,,,,,,1
"1254","МЕЙІРБЕК","Казына, 1/1","69.566763","42.361146",,,,,,,1
"1255","Мейрам","Алимкулова, 38, 1 этаж","69.611013","42.304797",,,,,,,2
"1256","Мельница","Мустафа Озтурука, 164","69.615696","42.274978",,,,,,,2
"1257","Мемрам","18-й микрорайон, 23, 1 этаж","69.624596","42.341158",,,,,,,1
"1258","Мерей","Аргынбекова, 133/10","69.594596","42.363726",,,,,,,1
"1259","Мерей","Север микрорайон, 41, 1 этаж","69.639344","42.342634",,,,,,,1
"1260","Мерей","Аскарова, 34","69.572884","42.320607",,,,,,,1
"1261","Мерей","Жандарбекова, 78/1","69.550732","42.287137",,,,,,,1
"1262","Мерей","Айбергенова, 1Б","69.58415","42.31161",,,,,,,1
"1263","Мерей","Шардара, 1/4","69.503528","42.339546",,,,,,,1
"1264","Мерей Мед","Аргынбекова, 27а, 1 этаж","69.6095","42.360257",,,,,,,1
"1265","Мерейли","Нуртас, 2/3","69.664538","42.36233",,,,,,,1
"1266","Меруерт","Володарского, 1/6","69.595149","42.302829",,,,,,,1
"1267","Меруерт","Болашак, 63/1","69.593622","42.367242",,,,,,,1
"1268","Меруерт","8-й микрорайон, 7а, 1 этаж","69.580739","42.319171",,,,,,,1
"1269","Меруерт","Койкелди Батыра, 85, 1 этаж","69.633252","42.29963",,,,,,,2
"1270","Металлург","1 Мая, 8, 1 этаж","69.565661","42.312538",,,,,,,1
"1271","Мико","Каламбаева, 88","69.593363","42.394387",,,,,,,1
"1272","МИКОШКА БИКОШКА","Диваева, 10/3","69.605724","42.316838",,,,,,,1
"1273","Милана","Театральная, 35, 1 этаж","69.565118","42.316038",,,,,,,1
"1274","Милана","Аскарова, 39, 1 этаж","69.57558","42.319311",,,,,,,1
"1275","Милена","Айбергенова, 4, 1 этаж","69.584036","42.314158",,,,,,,1
"1276","Миллениум","Айбергенова, 7, 1 этаж","69.581862","42.314332",,,,,,,1
"1277","Миллионер","Ушжурт, 1/1","69.420511","42.357102",,,,,,,1
"1278","Минавар","Шаназарова, 4/1","69.676251","42.345147",,,,,,,1
"1279","Мини-маркет","Гагарина, 13/14, 1 этаж","69.5231","42.340133",,,,,,,1
"1280","Мини-маркет","Капал батыра, 90а","69.659384","42.281948",,,,,,,2
"1281","Мини-маркет","Рыскулова, 359/12, 1 этаж","69.568272","42.349602",,,,,,,1
"1282","Мини-маркет","Шмидта, 9а","69.497182","42.381518",,,,,,,1
"1283","Мини-маркет","Юсуфа Сареми, 46/1, 1 этаж","69.760715","42.309063",,,,,,,2
"1284","Мини-маркет","Жибек жолы, 231","69.770445","42.383436",,,,,,,1
"1285","Мир Здоровья","Диваева, 10/2","69.605653","42.31667",,,,,,,1
"1286","Мираж","Алимбетова, 45в, 1 этаж","69.599339","42.328352",,,,,,,1
"1287","Мираж","Мадениет, 14/1","69.716731","42.354221",,,,,,,1
"1288","Продуктовый Магазин Без Названия","18-й микрорайон, 8, 1 этаж","69.626873","42.339315",,,,,,,1
"1289","Мирана","Жанабазар, 1","69.567423","42.276132",,,,,,,2
"1290","Мирас","Пахтакор, 18/26, 1 этаж","69.676804","42.347303",,,,,,,1
"1291","Мирас","Пахтакор, 18/7","69.676934","42.346899",,,,,,,1
"1292","Мирас","Кремлёвская, 38/2","69.568605","42.310487",,,,,,,1
"1293","МИРАС","Нурсултана Назарбаева проспект, 51, 0 этаж","69.653654","42.357377",,,,,,,1
"1294","Мирас","Ахметова, 437","69.488501","42.343351",,,,,,,1
"1295","Мирас","Толебаева, 46/1","69.556512","42.288245",,,,,,,1
"1296","Мират","Жиделибайсын, 92/2, 1 этаж","69.53186","42.35014",,,,,,,1
"1297","Миркан","Жиделибайсын, 47/1","69.521632","42.340269",,,,,,,1
"1298","Мирсалим","Сатыбалдиева, 30/2, 1 этаж","69.778776","42.307755",,,,,,,2
"1299","Мі?айым Ана","Нурсат микрорайон, 12, 1 этаж","69.626858","42.360547",,,,,,,1
"1300","МММ","Казиева, 58/2, 1 этаж","69.603222","42.367783",,,,,,,1
"1301","МОЙКА 4","Аймаутова, 143/1, 1 этаж","69.630094","42.325589",,,,,,,1
"1302","Молдали","Мирас, 1/1, 1 этаж","69.679204","42.350001",,,,,,,1
"1303","Молдир","Жастык, 17/1","69.602651","42.299285",,,,,,,2
"1304","Молдос","Озекти, 52","69.570442","42.36263",,,,,,,1
"1305","Мольдир","Республики проспект, 5, 1 этаж","69.585142","42.319625",,,,,,,1
"1306","МУРАТ","Нурпеисова, 6а","69.547007","42.321262",,,,,,,1
"1307","Мурмакс","16-й микрорайон, 31, 1 этаж","69.640917","42.332279",,,,,,,1
"1308","Мурмакс","Карасу микрорайон, 57, 1 этаж","69.586569","42.307909",,,,,,,1
"1309","МУРОД","Аль-Фараби, 84/1","69.732247","42.308237",,,,,,,2
"1310","МУСА","Рыскулова, 359/4","69.573392","42.351374",,,,,,,1
"1311","Муслимат ата","Амира Тимура, 70/1","69.794516","42.303588",,,,,,,2
"1312","Мустафа ата","Куаныш Толеметова, 1/1","69.601947","42.381656",,,,,,,1
"1313","Мухамедали","Инкардария, 14/3","69.504513","42.380531",,,,,,,1
"1314","МЫРЗАКАРИМ АТА","Махмуджона переулок, 12/1","69.775058","42.297418",,,,,,,2
"1315","Мэри","Казанкап акына, 47/1","69.632931","42.314004",,,,,,,2
"1316","Н?би","Гагарина, 137, 1 этаж","69.555504","42.316742",,,,,,,1
"1317","Н?р","Кабанбай батыра проспект, 4/1, 1 этаж","69.608921","42.300545",,,,,,,2
"1318","Н?р","Желтоксан, 291","69.649413","42.312103",,,,,,,2
"1319","Н?р","Искра, 59","69.58417","42.334563",,,,,,,1
"1320","Н?Р","Казиева, 1/1","69.602672","42.366377",,,,,,,1
"1321","Н?р","Бокейханова, 10/4","69.569593","42.389428",,,,,,,1
"1322","Н?р","Отырар микрорайон, 59, 1 этаж","69.622634","42.343542",,,,,,,1
"1323","Н?р","Хабира Пазикова, 108а","69.652251","42.337196",,,,,,,1
"1324","Н?р","15-й микрорайон, 4, 1 этаж","69.632765","42.333163",,,,,,,1
"1325","Н?р","Салтанатты, 21/1","69.604519","42.362687",,,,,,,1
"1326","Н?р Ай","Восток микрорайон, 45","69.642949","42.336986",,,,,,,1
"1327","Н?р Дар","4-й микрорайон, 9/2","69.570568","42.340764",,,,,,,1
"1328","Н?р Даулет","Бозтоган, 1/2","69.531773","42.304078",,,,,,,1
"1329","Н?р-?уаныш","Нурсат микрорайон, 126, 1 этаж","69.623107","42.358455",,,,,,,1
"1330","Н?р-Ай","Тамерлановское шоссе, 26/1","69.552949","42.336094",,,,,,,1
"1331","Н?Р-БЕРЕКЕ","Нурсултана Назарбаева проспект, 33, цокольный этаж","69.648685","42.359439",,,,,,,1
"1332","Н?р-Еркем","Айшыкты, 16/1","69.533928","42.30055",,,,,,,1
"1333","Н?Р-Н?Р","Досмухамедова, 1/2","69.56554","42.394516",,,,,,,1
"1334","Н?р-Сая","Гагарина, 145/2","69.551474","42.319536",,,,,,,1
"1335","Н?Р?ЛІ","Саяхат, 1/1","69.664671","42.371006",,,,,,,1
"1336","Н?Р?ЛІ","Жасталап, 174","69.664706","42.369877",,,,,,,1
"1337","Н?рАру","Восток микрорайон, 113/1","69.648043","42.340744",,,,,,,1
"1338","Н?расыл","Макталы, 96","69.53176","42.291636",,,,,,,1
"1339","Н?расыл","Есенова, 1/5","69.497223","42.390359",,,,,,,1
"1340","Н?рд?улет","Сасбукаева, 113","69.622291","42.32854",,,,,,,1
"1341","Н?рдос","Назарбекова, 90, 1 этаж","69.62915","42.363942",,,,,,,1
"1342","Н?РЖАМАЛ","Гулдала, 875","69.669631","42.37275",,,,,,,1
"1343","Н?рзат","Республики проспект, 37, 1 этаж","69.576664","42.307079",,,,,,,1
"1344","Н?рислами Азим","Байтурсынова, 75в/1","69.597467","42.340611",,,,,,,1
"1345","Н?РЛЫ ЖОЛ","Туркестан, 67/2","69.502524","42.373999",,,,,,,1
"1346","Н?рлы-Айым","Новостройка, 1/1","69.707507","42.358554",,,,,,,1
"1347","Н?РТАС","Акбота, 812а","69.669928","42.370996",,,,,,,1
"1348","Н.Б.С.","Мангельдина, 39/3","69.575255","42.323581",,,,,,,1
"1349","Н2О","Торекулова, 21/1, 1 этаж","69.602753","42.326092",,,,,,,1
"1350","На 8-ом","8-й микрорайон, 16, 1 этаж","69.579356","42.319208",,,,,,,1
"1351","На Тверской","Дауренбека Курманбекова, 35/3","69.565169","42.321756",,,,,,,1
"1352","Наво","Рашидова, 17, 1 этаж","69.591041","42.303895",,,,,,,1
"1353","Надежда","Алибекова, 84а","69.608599","42.279818",,,,,,,2
"1354","Наза","Сарбаздар, 12/1, 1 этаж","69.614734","42.305852",,,,,,,2
"1355","НАЗАРБАЙ АТА","Мусы Джалиля, 4/2","69.752278","42.299163",,,,,,,2
"1356","Назерке","Нурлыбаева, 22/3","69.608226","42.295876",,,,,,,2
"1357","Назерке","Асар 2 микрорайон, 5/7","69.577135","42.42409",,,,,,,1
"1358","Назима","Тиллаходжаева 1-я, 9/1","69.758071","42.310617",,,,,,,2
"1359","Назмина","Шамши Калдаякова, 123/3","69.551729","42.328295",,,,,,,1
"1360","НАЗЫМ","Арасан, 45/2","69.508122","42.359691",,,,,,,1
"1361","НАР АТА","Алтын Бесик, 10/2","69.582482","42.369906",,,,,,,1
"1362","Наргиз","Лескова, 104","69.573889","42.332628",,,,,,,1
"1363","Наргиза","Павлова, 2а, 1 этаж","69.570193","42.305119",,,,,,,1
"1364","Наргиза","Сатыбалдиева, 117, 1 этаж","69.780105","42.312523",,,,,,,2
"1365","Нарікбай","Восток микрорайон, 1","69.64764","42.339965",,,,,,,1
"1366","Нармат ата","Айбек, 23","69.546234","42.357667",,,,,,,1
"1367","Народный","Момынова, 7","69.661317","42.314638",,,,,,,2
"1368","Нарханум","Капал батыра, 74/2","69.651243","42.282911",,,,,,,2
"1369","Насиба Апа","Абдраимова, 1","69.534066","42.335323",,,,,,,1
"1370","Насима","Елшибек батыра, 87, 1 этаж","69.632015","42.317271",,,,,,,1
"1371","Натали","18-й микрорайон, 24, 1 этаж","69.625141","42.341696",,,,,,,1
"1372","НАУРЫЗ","Республики проспект, 15а, 1 этаж","69.580674","42.313248",,,,,,,1
"1373","НАУРЫЗ","Саулетши, 92/1","69.530985","42.292001",,,,,,,1
"1374","Наурыз","Шокана Уалиханова, 192в/1","69.639074","42.322874",,,,,,,1
"1375","Находка","Темирлан, 1","69.55336","42.318293",,,,,,,1
"1376","Наш магазин","Театральная, 24, 1 этаж","69.56253","42.313907",,,,,,,1
"1377","Незабудка","Абдыразакова, 10/1","69.589274","42.301564",,,,,,,1
"1378","НЕСIБЕ","Егемен ел, 33/2","69.573255","42.360647",,,,,,,1
"1379","Несiбе","Нурсат микрорайон, 197, цокольный этаж","69.632826","42.35899",,,,,,,1
"1380","Несiбелi","Алпамыс батыра, 3012","69.55499","42.376254",,,,,,,1
"1381","Несібе","Балтабай Нурлыбекова, 63/2, 1 этаж","69.599384","42.358384",,,,,,,1
"1382","Несібе","Актасты, 1/1","69.55897","42.369136",,,,,,,1
"1383","Нигина","Жылкышиева, 40, 1 этаж","69.60963","42.319591",,,,,,,1
"1384","Ниязкул ата","Хорасан баба 2-й тупик, 1, 1 этаж","69.727992","42.319354",,,,,,,2
"1385","НИЯТ","Камысты, 68/1","69.604095","42.281825",,,,,,,2
"1386","Новинка","Жолдасбекова, 62а","69.625534","42.318808",,,,,,,1
"1387","Новинка","Аманкулова, 59, 1 этаж","69.582133","42.338368",,,,,,,1
"1388","Ностальгия","Тамерлановское шоссе, 30, 1 этаж","69.577524","42.325276",,,,,,,1
"1389","Ноян","Алимбетова, 189/1","69.635788","42.32008",,,,,,,1
"1390","Нулифар","Киикжар, 10","69.50959","42.342597",,,,,,,1
"1391","Нур","Бекет Батыра, 89","69.623508","42.313867",,,,,,,1
"1392","Нур","Жибек жолы, 58/1","69.679148","42.34411",,,,,,,1
"1393","Нур","8 Марта, 41Б","69.590024","42.306143",,,,,,,1
"1394","Нур","Отырар микрорайон, 56, 1 этаж","69.624057","42.344457",,,,,,,1
"1395","НУР","Гагарина, 20/1, 1 этаж","69.574419","42.307833",,,,,,,1
"1396","Нур","Атасу, 57","69.574281","42.363041",,,,,,,1
"1397","НУР","Азаттык, 485, 1 этаж","69.660535","42.342068",,,,,,,1
"1398","НУР","Павлова, 4, 1 этаж","69.570463","42.305569",,,,,,,1
"1399","НУР 777","Сагынбаева, 171а, 1 этаж","69.533434","42.367812",,,,,,,1
"1400","Нур Сад","Карасу микрорайон, 27, 1 этаж","69.585743","42.302913",,,,,,,1
"1401","Нур-Ай","Сырым батыра, 10","69.614564","42.379117",,,,,,,1
"1402","Нур-асыл","Алии Молдагуловой, 7","69.5766","42.303666",,,,,,,1
"1403","Нур-Асыл","Изгилик, 2/1","69.567518","42.37908",,,,,,,1
"1404","НУР-УАЛИ","1 Мая, 27, 1 этаж","69.560152","42.315986",,,,,,,1
"1405","Нур-Фарм","Алматинская трасса, 25а/3","69.638956","42.373456",,,,,,,1
"1406","НУРАЙ","Кажи Алмахан, 45","69.537021","42.345182",,,,,,,1
"1407","Нурай","Бозарык микрорайон, 308","69.619279","42.426721",,,,,,,1
"1408","Нурасыл","Карасу микрорайон, 22","69.587272","42.30415",,,,,,,1
"1409","НУРАСЫЛ","Коктем, 4","69.710934","42.373674",,,,,,,1
"1410","Нурбакыт","Верещагина, 73а","69.619569","42.33423",,,,,,,1
"1411","Нурбакыт","16-й микрорайон, 15, 1 этаж","69.640598","42.335968",,,,,,,1
"1412","Нурбек","Сарыозек, 603/4, 1 этаж","69.587919","42.364645",,,,,,,1
"1413","Нурдана","Север микрорайон, 32/5, 1 этаж","69.643415","42.340829",,,,,,,1
"1414","Нурдаулет","Акпан батыра, 4, 1 этаж","69.61265","42.310852",,,,,,,1
"1415","НУРДАУЛЕТ ХАЛАЛ","Сыздыкова, 38/1","69.538889","42.368544",,,,,,,1
"1416","Нуржамал","Аймаутова, 119","69.627479","42.318411",,,,,,,1
"1417","Нуржан","Куаныш Толеметова, 1/2","69.576008","42.386489",,,,,,,1
"1418","НУРИЛА","Республики проспект, 25","69.57789","42.309359",,,,,,,1
"1419","Нурислам","Есенова, 1/6","69.497479","42.390485",,,,,,,1
"1420","Нуркен","Отырар микрорайон, 38/1","69.622822","42.345954",,,,,,,1
"1421","НУРЛАН","Капал батыра, 115/1","69.623209","42.291167",,,,,,,2
"1422","Нурлы","Кошерова, 43/1","69.643021","42.381825",,,,,,,1
"1423","Нурлы Тау","Туркестан, 2/2","69.513553","42.366312",,,,,,,1
"1424","Нурлыайым","Нурсултана Назарбаева проспект, 45/1","69.648323","42.361026",,,,,,,1
"1425","Нурмухаммед","Сырым батыра, 2/7","69.570798","42.41406",,,,,,,1
"1426","НУРСАЛТАНАТ","Восток микрорайон, 31/4, 1 этаж","69.645422","42.335188",,,,,,,1
"1427","Нурсан","Ерманова, 8, 1 этаж","69.602628","42.303819",,,,,,,1
"1428","Нурсат 2","Нурсат 2 микрорайон, 1, 1 этаж","69.634107","42.357484",,,,,,,1
"1429","Нурсат 2","Нурсат микрорайон, 31, 1 этаж","69.624218","42.362547",,,,,,,1
"1430","Нурсаят","Нурсултана Назарбаева проспект, 41, цокольный этаж","69.649832","42.359882",,,,,,,1
"1431","НурТай-АТА","Жастар, 48/1","69.5785","42.280979",,,,,,,2
"1432","НУРТАС","Аксауыт, 45/2","69.674641","42.373844",,,,,,,1
"1433","Нуртас","Бексеита Тулкиева, 1/1","69.653484","42.374351",,,,,,,1
"1434","Нурхан","Куаныш Толеметова, 336","69.576509","42.386222",,,,,,,1
"1435","Нурхат","Толе би, 33, 1 этаж","69.613461","42.306012",,,,,,,2
"1436","Нью Васюки","16-й микрорайон, 42а/1","69.638901","42.337731",,,,,,,1
"1437","О`КЕЙ","Жибек жолы, 43, 1 этаж","69.635822","42.331476",,,,,,,1
"1438","ОДИНА","Жибек жолы, 90/1, 1 этаж","69.663965","42.339061",,,,,,,1
"1439","ОЙБЕК","Амира Тимура, 237/23","69.755561","42.299531",,,,,,,2
"1440","Ойбек","Гагарина, 206/1","69.545769","42.325997",,,,,,,1
"1441","ОКЕАН","Бадамская, 5/7","69.571732","42.297268",,,,,,,1
"1442","Октам ата","Новостройка, 1","69.497275","42.36966",,,,,,,1
"1443","Олжа","Турсынкул Утегенова, 603/4, 1 этаж","69.589801","42.367104",,,,,,,1
"1444","Олжа","16-й микрорайон, 41","69.637428","42.338775",,,,,,,1
"1445","Олжа","Кошерова, 56/1","69.640567","42.381898",,,,,,,1
"1446","Олжа","Мангельдина, 34, 1 этаж","69.573839","42.320476",,,,,,,1
"1447","Олжас","Тауке Хана проспект, 2/8","69.589168","42.320142",,,,,,,1
"1448","ОЛЖАС","Карабастау, 32/2","69.597471","42.276006",,,,,,,2
"1449","Олжас","Акпан батыра, 13, 1 этаж","69.612536","42.311301",,,,,,,1
"1450","Олжас","Алибекова, 157/1","69.6118","42.276306",,,,,,,2
"1451","ОЛЖАС","Аргынбекова, 1/7","69.567594","42.362114",,,,,,,1
"1452","Олимп","Сайрамская, 1/1, 1 этаж","69.636525","42.30282",,,,,,,2
"1453","ОЛЬГА","Желтоксан, 336/1","69.653131","42.310924",,,,,,,2
"1454","Омар ата","Гагарина, 137, 1 этаж","69.555504","42.316742",,,,,,,1
"1455","Омирза? ата","Ибрагим ата, 3/1","69.780731","42.316739",,,,,,,2
"1456","Омирзак","Алматинская трасса, 14/4, 1 этаж","69.668224","42.37848",,,,,,,1
"1457","Оптовик","Ерназарова, 36/1","69.558703","42.321564",,,,,,,1
"1458","Оптовик+","Бабыра, 90","69.556601","42.354732",,,,,,,1
"1459","Оптовый магазин","Шокана Уалиханова, 225","69.645165","42.325416",,,,,,,1
"1460","Ор и Ка","Бирлик, 5/5","69.559799","42.411688",,,,,,,1
"1461","Ордабасы","3-й микрорайон, 3, 1 этаж","69.581206","42.325061",,,,,,,1
"1462","Ордабасы","3-й микрорайон, 6, 1 этаж","69.582184","42.325035",,,,,,,1
"1463","Оригинал","Сыдык Нурашбекова, 33/1","69.597085","42.276052",,,,,,,2
"1464","Оркен ана","Мамытбека Сматлаева, 12","69.624279","42.304367",,,,,,,2
"1465","Орман ата","Ибрагим ата, 78а/1","69.766939","42.307709",,,,,,,2
"1466","Орынбасар Ата","Шокана Уалиханова, 1/1, 1 этаж","69.695721","42.350628",,,,,,,1
"1467","ОТЫРАР","Отырар микрорайон, 52/2","69.621465","42.344006",,,,,,,1
"1468","Отырар","Акберен, 108/1","69.639974","42.370262",,,,,,,1
"1469","Папина лавка","Казыбек Би, 200/2а, 1 этаж","69.614533","42.341271",,,,,,,1
"1470","Пекарня","Нурлыбаева, 22/2","69.608505","42.295816",,,,,,,2
"1471","Пекарня","Бадамская, 10/1","69.570101","42.298188",,,,,,,1
"1472","Перизат","Хайруллина, 6","69.593196","42.350295",,,,,,,1
"1473","ПЕРИЗАТ","Сиргели, 14","69.663052","42.378218",,,,,,,1
"1474","Перизат","Карасу микрорайон, 45, 1 этаж","69.583071","42.304708",,,,,,,1
"1475","ПИРАМИДА","Толстого, 99, 1 этаж","69.616638","42.321246",,,,,,,1
"1476","Платинум","Володарского, 21, 1 этаж","69.602542","42.301448",,,,,,,2
"1477","Пончик","Акпан батыра, 107, 1 этаж","69.616997","42.321647",,,,,,,1
"1478","Продовольственный магазин","Жангельдина, 12/7","69.583414","42.308716",,,,,,,1
"1479","Продовольственный магазин","Рыскулова, 58/2","69.596196","42.348463",,,,,,,1
"1480","Продовольственный магазин","Бабыра, 98","69.55602","42.355468",,,,,,,1
"1481","Продовольственный магазин","Рыскулова, 1034/5","69.589113","42.350447",,,,,,,1
"1482","Продовольственный магазин","Талдыколь, 130/1","69.536343","42.290367",,,,,,,1
"1483","Продовольственный магазин","Момышулы, 2/1","69.547645","42.380147",,,,,,,1
"1484","Продовольственный магазин","Кекилова Жакиябека, 12","69.517947","42.350675",,,,,,,1
"1485","Продовольственный магазин","2-я улица, 1/1","69.574283","42.413254",,,,,,,1
"1486","Продовольственный магазин","Аскарова, 22/2, 1 этаж","69.579395","42.318838",,,,,,,1
"1487","Продовольственный магазин","Жангельдина, 15/9","69.582574","42.304702",,,,,,,1
"1488","Продовольственный магазин","Тайманулы, 2а/2, 1 этаж","69.615345","42.294363",,,,,,,2
"1489","Продовольственный магазин","Нурсат микрорайон, 7/1, 2 этаж, 279 бутик","69.636731","42.354949",,,,,,,1
"1490","Продовольственный магазин","Гагарина, 9а, 1 этаж","69.574035","42.306618",,,,,,,1
